"track.name","artists","track.album.name","track.album.release_date","track.duration_ms","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6"
"exile (feat. Bon Iver)","Taylor Swift","folklore","2020-07-24",285634,83,0.778,0.298,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,6,1,285634,0.152,4,"4pvb0WLRcMtbPGmtejJJ6y","pop",NA,NA,NA,NA,NA
"Ghostkeeper","Klangkarussell","Ghostkeeper","2020-02-21",331381,63,0.172,0.691,0.545,0.78,0.106,-6.647,0.035,105.976,6,1,331381,0.514,4,"0qHD5pzpp1zSPa5Ud74WDC","austrian pop","deep euro house",NA,NA,NA,NA
"Tutti fermi","LOREN","LOREN","2018-12-14",192284,5,0.143,0.443,0.818,0,0.104,-3.899,0.0646,150.25,3,1,192284,0.484,4,"3xSqyi2rQwotmZDt8k4ghn","firenze indie",NA,NA,NA,NA,NA
"Giulia","Gianni Togni","Cari Amori Miei","1996-03-26",287466,54,0.259,0.659,0.776,0,0.0421,-8.238,0.0276,135.545,11,1,287466,0.691,4,"5w8k4vqhqz2qYr7WI7eP0X","classic italian pop","italian adult pop",NA,NA,NA,NA
"Finché Non Mi Seppelliscono","BLANCO","Blu Celeste","2021-09-09",168000,67,0.349,0.727,0.833,0,0.232,-2.594,0.0316,130.024,4,1,168000,0.86,4,"16EJNayKtC09M0Fi7Py47s","italian hip hop","italian pop",NA,NA,NA,NA
"Coperta","Fast Animals and Slow Kids","Alaska","2014-10-03",187786,34,0.0136,0.362,0.93,9.14e-05,0.533,-4.083,0.0534,170.098,2,1,187786,0.307,4,"0TMM4b7iMRWqIrigruGbzO","italian alternative","italian indie pop",NA,NA,NA,NA
"Tu ti fermi","LOREN","LOREN","2018-12-14",111838,2,0.000174,0.397,0.95,0.91,0.185,-2.814,0.195,77.43,0,0,111838,0.345,4,"0vBrTk8GqNHvOser3Rqixf","firenze indie",NA,NA,NA,NA,NA
"È sempre bello","Coez","È sempre bello","2019-01-11",203872,47,0.0732,0.692,0.63,0,0.0865,-6.792,0.164,110.919,8,1,203872,0.499,5,"18LXrvm337xqvFxpaB9Puj","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA
"ye@h (feat. Shiva)","thasup","c@ra++ere s?ec!@le","2022-09-30",156616,53,0.152,0.584,0.779,2.4e-05,0.0521,-3.805,0.163,145.465,0,1,156616,0.643,4,"5PqVzaCpUa3zrP4VFDNrwg","italian hip hop","italian pop","trap italiana",NA,NA,NA
"Cigarette Daydreams","Cage The Elephant","Melophobia","2013-10-08",208760,77,0.0807,0.636,0.676,0,0.0831,-3.442,0.0263,113.98,2,1,208760,0.273,4,"6jHvX8ZnHKC1PnrPMJ0Emt","modern alternative rock","modern rock","pov: indie","punk blues","rock",NA
"Ci salveremo tutti","LOREN","LOREN","2018-12-14",208056,12,0.0863,0.552,0.922,0,0.168,-3.423,0.0936,123.015,6,1,208056,0.803,4,"2QmbSDrjNz0eCj8eiR02Am","firenze indie",NA,NA,NA,NA,NA
"L Ultimo Bacio","Carmen Consoli","Stato Di Necessita","2000-01-01",204226,52,0.674,0.339,0.294,0,0.133,-10.416,0.0318,137.549,0,1,204226,0.339,3,"4fZqbuJoXCofsCPNjZPzX8","classic italian pop","italian adult pop","italian alternative","italian pop",NA,NA
"Paraocchi","BLANCO","Blu Celeste","2021-09-09",156083,61,0.0136,0.566,0.938,0,0.1,-4.387,0.0709,143.126,9,1,156083,0.753,4,"40zkeKA3HRN8Nzo6kbNOCp","italian hip hop","italian pop",NA,NA,NA,NA
"Quello Che Manca (con Rkomi)","Elisa","Ritorno Al Futuro / Back To The Future","2022-05-05",210366,40,0.272,0.617,0.682,5.48e-06,0.265,-7.86,0.0358,150.002,8,1,210366,0.399,4,"78iKbOo1k73BkHpKioJ49z","italian adult pop","italian pop",NA,NA,NA,NA
"Psicosi","LOREN","LOREN","2018-12-14",203453,5,0.0536,0.282,0.915,0,0.161,-2.209,0.0898,145.885,4,1,203453,0.412,4,"32jLfYoSTJjwXxJ3SmJxsf","firenze indie",NA,NA,NA,NA,NA
"Tenera Età","Fast Animals and Slow Kids","Forse Non E' La Felicità","2017-02-03",309426,28,0.215,0.295,0.718,6.43e-05,0.109,-4.56,0.0382,110.01,10,1,309426,0.169,4,"0UavUQFJ0NQ35A05ztJqRr","italian alternative","italian indie pop",NA,NA,NA,NA
"Scappare sempre","Elephant Brain","Niente di speciale","2020-01-17",202120,35,0.155,0.48,0.943,0,0.164,-3.486,0.0583,89.946,8,1,202120,0.339,4,"2cicFWRPCIufgEqazZS33x","indie rock italiano","italian alternative","italian emo",NA,NA,NA
"Il vento","Management","Un incubo stupendo","2017-03-10",220500,37,0.0121,0.631,0.648,0,0.133,-6.244,0.0277,96.003,2,1,220500,0.394,4,"0e4tdvZNFqA0qwwuCI0HlM","indie rock italiano","italian alternative","italian indie pop",NA,NA,NA
"Soffitti","LOREN","LOREN","2018-12-14",166127,5,0.0389,0.492,0.915,0,0.111,-2.401,0.112,152.051,1,1,166127,0.478,4,"5UpwhDs3L99uOkuvShwRUw","firenze indie",NA,NA,NA,NA,NA
"Caos","Fabri Fibra","Caos","2022-03-18",179653,57,0.0676,0.704,0.778,0,0.344,-5.52,0.127,93.493,2,0,179653,0.779,4,"5ychvxJuts6RyjQz2aoXqY","italian hip hop","italian pop","rap napoletano",NA,NA,NA
"Amore bello","Claudio Baglioni","Gira Che Ti Rigira Amore Bello","1973-05-02",348640,52,0.727,0.322,0.175,3.67e-05,0.121,-13.048,0.0335,117.205,0,1,348640,0.135,4,"3R8BUVpkyfkDBeXQAFH1mw","classic italian pop","italian adult pop",NA,NA,NA,NA
"Vertigini","Tedua","Mowgli","2018-03-02",203040,64,0.164,0.579,0.774,0,0.131,-6.34,0.164,133.722,5,0,203040,0.476,4,"1Oou7m2VuxCDSOdqsu07TU","indie liguria","italian hip hop","italian pop","rap genovese","trap italiana",NA
"Oltreoceano","LOREN","LOREN","2018-12-14",215388,5,0.311,0.465,0.844,1.55e-06,0.0657,-3.034,0.0708,125.324,3,0,215388,0.179,4,"3u7Wcqbr0sHJ4n9ghXkoED","firenze indie",NA,NA,NA,NA,NA
"MI FAI IMPAZZIRE","BLANCO","MI FAI IMPAZZIRE","2021-06-17",220235,67,0.00273,0.477,0.844,0,0.137,-4.87,0.0458,169.941,11,1,220235,0.203,4,"1x3Qb8np6S1UvpSLthwEJN","italian hip hop","italian pop",NA,NA,NA,NA
"Lontana da me","Coez","Non erano fiori","2013-06-11",223053,50,0.652,0.734,0.616,0.000161,0.0998,-8.831,0.118,140.108,11,0,223053,0.569,4,"5QCca9VwJuWmQmbjM4jVlO","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA
"Meglio","Andrea Laszlo De Simone","Uomo Donna","2017-06-09",330768,32,0.846,0.475,0.431,0.683,0.311,-9.566,0.0311,169.938,1,1,330768,0.208,4,"3VnWmkuvHLQbSS5vthiatx","italian alternative","italian indie pop","turin indie",NA,NA,NA
"Uniti","LOREN","Uniti","2021-11-05",192466,5,0.000836,0.517,0.928,0,0.134,-4.203,0.155,147.867,0,1,192466,0.546,4,"0nmJ3Mh2suvkLLGVt2s8PZ","firenze indie",NA,NA,NA,NA,NA
"Blu Celeste","BLANCO","Blu Celeste","2021-09-09",206379,59,0.921,0.688,0.442,0,0.366,-5.611,0.0354,116.463,9,1,206379,0.252,4,"0BeXxjO6mgLDzg4xA6UheO","italian hip hop","italian pop",NA,NA,NA,NA
"Essere liberi","Coez","Volare","2022-05-18",196525,48,0.148,0.671,0.717,0,0.0886,-5.269,0.0606,87.981,0,1,196525,0.58,4,"56eHnJrTZRWy6qKWy1iIVO","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA
"Ansia Capitale","Management","Ansia Capitale","2022-06-10",242497,14,0.0115,0.306,0.48,1.18e-05,0.628,-6.868,0.0429,84.642,0,1,242497,0.0932,3,"37Y5UQG7ymkBuiwuVC5ILw","indie rock italiano","italian alternative","italian indie pop",NA,NA,NA
"r()t()nda (feat. Tiziano Ferro)","thasup","c@ra++ere s?ec!@le","2022-09-30",159592,60,0.484,0.482,0.795,0,0.345,-5.547,0.233,116.702,7,1,159592,0.639,3,"7FsuMwalG48ZfjklkSkuJa","italian hip hop","italian pop","trap italiana",NA,NA,NA
"Lucciole","BLANCO","Blu Celeste","2021-09-09",176097,54,0.852,0.737,0.435,0,0.0987,-7.301,0.0546,123.082,1,0,176097,0.466,4,"7HmgMA9PqikUtSG4eusHy2","italian hip hop","italian pop",NA,NA,NA,NA
"Mad","Ne-Yo","Year Of The Gentleman","2008-01-01",254533,61,0.665,0.731,0.644,0,0.11,-5.348,0.0343,129.94,0,1,254533,0.691,4,"4LxjagX6D8MxMaoTmqpQ8Y","dance pop","pop","r&b","urban contemporary",NA,NA
"Esistere","Cosmo","Disordine","2013-05-14",247946,29,0.0953,0.354,0.897,0,0.0512,-6.001,0.0766,109.914,4,0,247946,0.187,4,"21Drm1DWsfrpDtIjWMK4l4","italian alternative","italian indie pop","italian pop","turin indie",NA,NA
"Stubborn Love","The Lumineers","The Lumineers (Deluxe Edition)","2012",279000,71,0.604,0.596,0.544,0.017,0.262,-11.759,0.0362,115.022,0,1,279000,0.262,4,"7x46YkKAwp3yZpaa72n5Mu","folk-pop","modern rock","stomp and holler",NA,NA,NA
"occhi rossi","DANU","occhi rossi","2021-11-05",171142,36,0.0478,0.5,0.846,0,0.211,-6.094,0.0451,159.902,7,1,171142,0.798,4,"1l3555yanzfiCs9Hf6xhXF",NA,NA,NA,NA,NA,NA
"Un incubo stupendo","Management","Un incubo stupendo","2017-03-10",179963,43,0.0485,0.593,0.868,0,0.255,-5.121,0.123,170,2,1,179963,0.682,4,"5xXx6auEtefuy62kd8BL67","indie rock italiano","italian alternative","italian indie pop",NA,NA,NA
"Ciao Baby","Gemitaiz","Eclissi","2022-05-12",186008,66,0.194,0.635,0.53,0.000197,0.149,-8.605,0.0555,102.043,1,0,186008,0.183,4,"0tE8LYz08MdcV8UZUa1YVV","italian hip hop",NA,NA,NA,NA,NA
"La zone (feat. Shiva)","Rhove","La zone (feat. Shiva)","2021-07-16",158769,63,0.0277,0.868,0.614,0,0.0868,-4.652,0.0607,130.01,1,0,158769,0.9,4,"2Q1ICiLBk9lmLQz7GhMoWB","italian hip hop","italian pop","trap italiana",NA,NA,NA
"Milestone","Matt Walden","Milestone","2018-04-20",263314,45,0.751,0.633,0.335,0.00274,0.358,-14.977,0.0424,130.144,4,1,263314,0.151,4,"5AqNEz03EqJtltKGBFtRVR","teen pop",NA,NA,NA,NA,NA
"Torino","Peter White","Primo Appuntamento","2019-04-24",161178,42,0.813,0.568,0.45,0,0.0948,-10.338,0.109,179.931,7,1,161178,0.337,4,"0HinCwmKrzd4s4CtdfACGf","rome indie",NA,NA,NA,NA,NA
"Intro","The xx","xx","2009-08-16",127920,77,0.459,0.617,0.778,0.925,0.128,-8.872,0.027,100.363,9,0,127920,0.152,4,"2usrT8QIbIk9y0NEtQwS4j","downtempo","dream pop","indietronica",NA,NA,NA
"LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO)","MACE","OBE","2021-02-04",237613,62,0.114,0.658,0.674,1.84e-05,0.147,-6.848,0.0484,129.914,5,0,237613,0.164,3,"1uXJYnCsXy2v50y0fDEEiV","funk carioca","italian hip hop","italian pop",NA,NA,NA
"Ciao","Coez","Faccio un casino","2017-05-05",219360,46,0.256,0.789,0.37,0,0.104,-9.366,0.162,127.887,6,0,219360,0.3,4,"3OME70nD4TS08u5XBBK44d","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA
"Animali notturni","Fast Animals and Slow Kids","Animali notturni","2019-05-10",213040,41,0.00253,0.637,0.764,0,0.0983,-5.288,0.0601,157.964,11,1,213040,0.8,4,"4QqXGWYVbCAn19EO1OM2v5","italian alternative","italian indie pop",NA,NA,NA,NA
"As It Was","Harry Styles","Harry's House","2022-05-20",167303,95,0.342,0.52,0.731,0.00101,0.311,-5.338,0.0557,173.93,6,0,167303,0.662,4,"4Dvkj6JhhA12EX05fT7y2e","pop",NA,NA,NA,NA,NA
"Mezz’Ora Di Sole","BLANCO","Blu Celeste","2021-09-09",118185,60,0.606,0.677,0.679,0,0.17,-4.476,0.0504,124.421,8,0,118185,0.402,4,"0GMrDNkDnTcSX7NDJoCj64","italian hip hop","italian pop",NA,NA,NA,NA
"Per i tuoi occhi tristi","Management","Sumo","2019-11-13",244604,34,0.183,0.685,0.607,3.68e-06,0.105,-7.171,0.0841,90.01,11,1,244604,0.46,4,"1mxGDklZNnxQT5oduec5k0","indie rock italiano","italian alternative","italian indie pop",NA,NA,NA
"Canzoni tristi","Fast Animals and Slow Kids","Animali notturni","2019-05-10",216773,41,0.00943,0.666,0.902,0,0.11,-4.377,0.0374,107.993,7,1,216773,0.648,4,"5df9TX61GtbAwSaDkTefAE","italian alternative","italian indie pop",NA,NA,NA,NA
"Il tuo animale preferito","Various Artists","Garrincha Mixtape Vol.7 - Portami Via","2019-12-10",220840,3,0.0954,0.361,0.784,0,0.1,-5.512,0.0352,100.059,0,1,220840,0.354,4,"7nRU9u0k3Qop2iROmc8bKN",NA,NA,NA,NA,NA,NA
"O Forse Sei Tu","Elisa","Ritorno Al Futuro / Back To The Future","2022-05-05",233577,59,0.469,0.505,0.542,0,0.102,-5.705,0.0334,124.19,2,1,233577,0.137,3,"2MHFnAw5nAjTXnBFO0Y8s9","italian adult pop","italian pop",NA,NA,NA,NA
"DIECIMILAVOCI (con ARIETE)","Rkomi","TAXI DRIVER","2021-11-30",170399,55,0.647,0.677,0.47,0,0.416,-8.17,0.0336,122.089,0,0,170399,0.525,4,"4XULNbLgh1OiOuYMbPOmyN","italian hip hop","italian pop",NA,NA,NA,NA
"Chiama me","Various Artists","Undamento 01","2016-06-28",229710,41,0.275,0.636,0.928,0,0.115,-1.953,0.0687,90.036,7,1,229710,0.559,4,"5E6zgNwpKQt25hBFowUIc0",NA,NA,NA,NA,NA,NA
"SAPORE – with Tedua","Fedez","DISUMANO","2021-11-26",195480,57,0.061,0.76,0.692,2.8e-06,0.303,-6.243,0.113,125.041,5,1,195480,0.482,4,"6DWJhb5KfEbOOXlEcpqfh6","italian adult pop","italian pop",NA,NA,NA,NA
"Parlami","Fasma","Parlami","2021-03-03",169181,59,0.255,0.548,0.919,0,0.0984,-5.348,0.19,165.942,9,1,169181,0.385,4,"00QN58Gx571pB1MEuBAcmL","emo rap italiano","italian hip hop","italian pop","pop virale italiano",NA,NA
"10 RAGAZZE (con ERNIA)","Rkomi","TAXI DRIVER","2021-11-30",174727,61,0.261,0.707,0.674,0,0.145,-5.717,0.193,83.066,0,0,174727,0.824,4,"45OsJpk7HMJKOnMVf2eQsV","italian hip hop","italian pop",NA,NA,NA,NA
"Missing Home","flora cash","Baby, It's Okay","2020-03-06",219333,44,0.358,0.6,0.718,5.61e-05,0.0743,-7.154,0.0413,90,11,1,219333,0.232,4,"4zMnV5HIi6C8sYe6LfDrHm","indie pop","scandipop","swedish indie folk",NA,NA,NA
"I Knew You Were Trouble.","Taylor Swift","Red (Big Machine Radio Release Special)","2012-10-22",219720,81,0.00454,0.622,0.469,2.25e-06,0.0335,-6.798,0.0363,77.019,3,0,219720,0.679,4,"6FB3v4YcR57y4tXFcdxI1E","pop",NA,NA,NA,NA,NA
"0 passi","Deddy","Il cielo contromano","2021-05-14",163529,47,0.116,0.795,0.664,0,0.143,-6.209,0.141,102.102,9,1,163529,0.576,4,"1feGbMzfkaybNk96cXcqnO","italian pop",NA,NA,NA,NA,NA
"Collezionisti Di Pioggia","Mar","Collezionisti Di Pioggia","2021-01-29",132000,26,0.775,0.487,0.121,0,0.346,-18.112,0.0409,86.303,0,1,132000,0.16,4,"34QWnPb90MF8uKErEh5gcO",NA,NA,NA,NA,NA,NA
"Jet","Coez","Jet","2015-11-09",178932,26,0.194,0.582,0.763,0,0.115,-6.222,0.0959,80.024,5,1,178932,0.495,4,"3QJwo4XkqvMjDWAVjhAuOO","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA
"Sai Cosa C’è","BLANCO","Blu Celeste","2021-09-09",149050,53,0.217,0.502,0.778,0,0.0756,-4.029,0.113,157.923,3,1,149050,0.687,4,"3NI4VgVswVf503sOiZvv4m","italian hip hop","italian pop",NA,NA,NA,NA
"Vita Sperduta","Fast Animals and Slow Kids","Vita Sperduta","2022-03-11",216915,45,3.87e-05,0.47,0.913,0.000287,0.0837,-4.472,0.0469,161.998,9,1,216915,0.572,4,"4s2JGsbchZ8fNiqhIPjCZq","italian alternative","italian indie pop",NA,NA,NA,NA
"Prendere o lasciare","Nashley","Ancora in piedi","2020-06-17",182926,39,0.0513,0.618,0.415,0,0.101,-9.584,0.145,81.946,8,0,182926,0.5,4,"2cZFm85MSPxE0MCZzmmmwi","italian hip hop",NA,NA,NA,NA,NA
"Fai rumore","Diodato","Fai rumore","2020-02-05",216140,52,0.218,0.417,0.626,0,0.0805,-6.055,0.0366,143.358,6,1,216140,0.144,4,"5OaBhC8NjdqDhHF9I6r9lS","italian adult pop","italian pop",NA,NA,NA,NA
"Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Radio Edit","Various Artists","Music For Girls Night Out","2007-01-01",217760,66,0.022,0.487,0.749,0.00324,0.0548,-8.749,0.0371,120.038,2,0,217760,0.542,4,"4UJ1AKSbXAbPlPVFe66wK7",NA,NA,NA,NA,NA,NA
"Annabelle","Fast Animals and Slow Kids","Forse Non E' La Felicità","2017-02-03",214826,32,0.0167,0.5,0.789,3.49e-05,0.118,-5.066,0.0557,112.444,9,1,214826,0.267,3,"5zUqaH3nIjAPwhXpHkvr95","italian alternative","italian indie pop",NA,NA,NA,NA
"SIAMO DI UN ALTRO PIANETA","Random","SIAMO DI UN ALTRO PIANETA","2021-06-25",181786,53,0.0393,0.76,0.698,0,0.104,-5.322,0.257,129.886,6,1,181786,0.624,4,"2N4HQV7JawhkLDxsxUcN3W","italian adult pop",NA,NA,NA,NA,NA
"Love Is All I Got","Feed Me","Calamari Tuesday","2013-10-14",185917,51,0.000722,0.613,0.772,0,0.602,-6.054,0.0469,130.006,0,1,185917,0.411,4,"3qLGSJpnDsK03FnT8tBO23","brostep","complextro","edm","electro house","filthstep",NA
"Big Parade","The Lumineers","The Lumineers (Deluxe Edition)","2012",327733,50,0.401,0.816,0.629,0.00328,0.188,-13.253,0.0487,121.999,4,1,327733,0.656,4,"0JjM0DcaxPe07HdZHUZUcb","folk-pop","modern rock","stomp and holler",NA,NA,NA
"The Funeral","Band of Horses","Everything All The Time","2006-03-21",322173,74,0.016,0.319,0.757,0,0.102,-6.117,0.0432,122.465,0,0,322173,0.101,4,"5lRzWDEe7UuedU2QPsFg0K","chamber pop","indie folk","indie rock","indietronica","modern rock","stomp and holler"
"Un'altra ancora","Fast Animals and Slow Kids","Animali notturni","2019-05-10",230106,28,0.00109,0.527,0.921,1.43e-05,0.232,-5.984,0.0627,139.979,5,1,230106,0.237,4,"3gPyH7v30AsFOyE6PORVO4","italian alternative","italian indie pop",NA,NA,NA,NA
"Running Up That Hill","Placebo","Covers","2003-03-24",297320,67,0.268,0.45,0.357,0.519,0.0944,-13.691,0.0338,179.935,10,0,297320,0.0838,4,"0uYVJ8z5kgMayMNPJA6Cz9","alternative rock","britpop","permanent wave","rock",NA,NA
"Diarabi","Kaaris","Dozo","2017-11-03",186306,63,0.268,0.832,0.713,0,0.0898,-6.194,0.372,101.015,0,0,186306,0.778,4,"1BuOKZA8fokaiEVqBkIHF1","drill francais","french hip hop","pop urbaine","rap francais","trap antillais",NA
"Niente da perdere","Shiva","Niente da perdere","2022-06-01",166214,57,0.101,0.817,0.683,0,0.0747,-4.634,0.192,129.916,9,1,166214,0.663,4,"3HiQ6Tn1mWVgYDLgeaxjS5","italian hip hop","italian pop","trap italiana",NA,NA,NA
"NOTTE SCURA (feat. Gazzelle & Tedua)","Sick Luke","X2","2022-01-07",176360,54,0.327,0.629,0.597,0,0.148,-6.135,0.208,79.941,11,1,176360,0.625,4,"7sp2D8wdzeyd3epj5NnlLC","italian hip hop","trap italiana",NA,NA,NA,NA
"Have You Ever Seen The Rain","Creedence Clearwater Revival","Pendulum (Expanded Edition)","1970-12-07",160133,88,0.0664,0.741,0.697,2.28e-05,0.133,-7.028,0.0277,116.109,0,1,160133,0.774,4,"2LawezPeJhN4AWuSB0GtAU","classic rock","country rock","rock","southern rock","swamp rock",NA
"Il meglio di te","Bresh","ORO BLU","2022-03-04",157013,66,0.104,0.722,0.592,9.89e-06,0.293,-6.161,0.0805,81.989,4,0,157013,0.552,4,"4544onOpxe51skG7KWeohk","italian hip hop","italian pop","rap genovese",NA,NA,NA
"Ophelia","The Lumineers","Cleopatra","2016-04-08",160097,82,0.613,0.664,0.573,0.000363,0.0857,-6.519,0.0277,76.023,5,1,160097,0.566,4,"5NORWMFC27ywGSZxi8uquP","folk-pop","modern rock","stomp and holler",NA,NA,NA
"Notti In Bianco","BLANCO","Blu Celeste","2021-09-09",176400,65,0.359,0.599,0.79,0,0.105,-3.242,0.0422,75.004,6,1,176400,0.693,4,"1PWOkqMORYdGa0OEh2GaXM","italian hip hop","italian pop",NA,NA,NA,NA
"SADE","Sarz","I LOVE GIRLS WITH TROBUL","2019-11-08",237106,45,0.0589,0.703,0.809,0.00471,0.103,-5.484,0.0783,179.998,1,1,237106,0.45,4,"0J5FGPgIiL0ieCN06CEI4h","afrobeats","nigerian pop",NA,NA,NA,NA
