"track.name","artists","track.album.name","track.album.release_date","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7"
"BABY GODDAMN","Tananai","BABY GODDAMN","2021-03-26",62,0.0317,0.819,0.764,2.73e-05,0.0579,-3.311,0.1,114.033,10,0,149605,0.885,4,"3yWHQ4n4ARLDfYTuT2NhnN","italian pop",NA,NA,NA,NA,NA,NA
"SESSO OCCASIONALE","Tananai","SESSO OCCASIONALE","2022-02-03",58,0.00725,0.647,0.857,0,0.0608,-4.23,0.0654,130.007,0,1,195923,0.659,4,"0Dz9zyx2w3zYtRK6yp3VKD","italian pop",NA,NA,NA,NA,NA,NA
"LA CODA DEL DIAVOLO (con ELODIE)","Rkomi","TAXI DRIVER","2021-11-30",68,0.132,0.481,0.748,7.77e-06,0.126,-6.007,0.356,128.777,6,0,188975,0.549,4,"6oYcyS6salzWI1ysjEScFh","italian hip hop","italian pop",NA,NA,NA,NA,NA
"Giusto Un Giro","Marracash","King Del Rap","2011-01-01",50,0.0407,0.708,0.871,0,0.163,-3.452,0.0425,97.533,4,0,263613,0.444,4,"4ymxzc4KbgQiVzjAMTdmgE","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA,NA,NA
"The Spins","Mac Miller","K.I.D.S. (Deluxe)","2010-08-13",83,0.0135,0.794,0.766,0,0.0785,-3.894,0.0377,127.006,9,0,195873,0.55,4,"7FAFkQQZFeNwOFzTrSDFIh","hip hop","pittsburgh rap","pop rap","rap",NA,NA,NA
"Si Baciano Tutti (feat. CoCo)","Mecna","Neverland","2019-10-10",59,0.198,0.335,0.748,0,0.173,-6.598,0.21,86.316,11,1,170400,0.298,4,"7g0dmj4mrpVxa6rkm8gqYl","italian hip hop","r&b italiano",NA,NA,NA,NA,NA
"INSUPERABILE","Rkomi","TAXI DRIVER","2022-02-24",61,0.0344,0.667,0.848,0,0.183,-5.195,0.0851,122.035,4,0,172461,0.84,4,"3nNxdeQX9iFeuosMcFEeDd","italian hip hop","italian pop",NA,NA,NA,NA,NA
"L'ultima notte","ARIETE","L'ultima notte","2021-05-03",65,0.268,0.618,0.687,0,0.126,-5.603,0.0446,94.037,2,1,157566,0.398,4,"63mdY4U0KvnbMkUEc7FHN8","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Caffè","Bresh","Caffè","2021-07-02",40,0.0149,0.67,0.785,0,0.0934,-6.119,0.0424,94.509,8,1,189108,0.534,4,"4V5gmy8imyB0TJwdIYuGRv","italian hip hop","italian pop","rap genovese",NA,NA,NA,NA
"Sbronza","Laila Al Habash","Mystic Motel","2021-11-05",39,0.175,0.769,0.563,1.12e-05,0.0992,-7.395,0.222,170.045,1,0,173936,0.637,4,"13O6v6qGF3GI60fKpFkJIU","italian indie pop",NA,NA,NA,NA,NA,NA
"Amore Disperato - 2004 Remaster","Nada","Made In Italy","2004-01-01",60,0.183,0.679,0.902,7.38e-05,0.133,-5.848,0.0628,157.726,11,1,240760,0.866,4,"3JiiSo4yW8FYVnWNlvzEFO","classic italian pop",NA,NA,NA,NA,NA,NA
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap","Quevedo: Bzrp Music Sessions, Vol. 52","2022-07-06",90,0.0125,0.621,0.782,0.033,0.23,-5.548,0.044,128.033,2,1,198937,0.55,4,"2tTmW7RDtMQtBk7m2rYeSw","argentine hip hop","pop venezolano","trap argentino","trap latino","urbano latino",NA,NA
"ESAGERATA","Tananai","ESAGERATA","2021-12-03",43,0.0233,0.753,0.65,9.57e-05,0.104,-5.337,0.0545,115.013,0,1,198782,0.407,4,"6yRqZK6gIT3zVu3y5JPcaF","italian pop",NA,NA,NA,NA,NA,NA
"Tití Me Preguntó","Bad Bunny","Un Verano Sin Ti","2022-05-06",87,0.0993,0.65,0.715,0.000291,0.126,-5.198,0.253,106.672,5,0,243716,0.187,4,"1IHWl5LamUGEuP4ozKQSXZ","reggaeton","trap latino","urbano latino",NA,NA,NA,NA
"Ecco la Notte","Dov'è Liana","Ecco la Notte","2020-12-02",46,0.444,0.845,0.499,0.392,0.0993,-10.429,0.0514,119.997,2,1,344000,0.645,4,"07NTvJ2DpPtQ23qTu1YWOq",NA,NA,NA,NA,NA,NA,NA
"Scrivile Scemo","Pinguini Tattici Nucleari","AHIA!","2020-12-04",68,0.123,0.617,0.916,0,0.183,-3.538,0.0317,135.091,9,1,214926,0.552,4,"71r3UlkV7sWvUYjas5paqi","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA,NA
"Angelina Jolie","Bresh","Angelina Jolie","2021-03-12",61,0.073,0.681,0.691,0,0.113,-6.684,0.181,160.338,4,0,169671,0.644,4,"0tD4EXZRm1JGDYWtKYFLWK","italian hip hop","italian pop","rap genovese",NA,NA,NA,NA
"Chupa Chupa","VillaBanks","Non Lo So","2019-09-30",59,0.104,0.942,0.544,1.33e-06,0.0721,-6.71,0.238,100.003,5,1,124950,0.757,4,"62yfVDs0Vw3lpDLKDjCW0G","italian hip hop","italian pop","trap italiana",NA,NA,NA,NA
"Perché piangi Palermo","Dov'è Liana","Perché piangi Palermo","2020-05-06",46,0.13,0.859,0.485,0.0207,0.0796,-10.934,0.0618,119.995,4,0,349133,0.901,4,"5akutvcrcoQwAc5EW8fTXo",NA,NA,NA,NA,NA,NA,NA
"FINIMONDO","M¥SS KETA","FINIMONDO","2022-05-05",54,0.033,0.796,0.842,5.2e-05,0.178,-6.94,0.231,126.008,7,1,171904,0.691,4,"0JbzHTWp24Fe1l7NBzzp4p","italian indie pop","italian pop",NA,NA,NA,NA,NA
"Shakerando","Rhove","Shakerando","2021-12-15",66,0.764,0.855,0.805,0.00708,0.302,-5.651,0.191,135.009,7,0,195555,0.469,4,"4EC028SvtlC25iHQSG2OIa","italian hip hop","italian pop","trap italiana",NA,NA,NA,NA
"LONDRA","Rosa Chemical","FOREVER","2020-05-28",47,0.0545,0.683,0.806,0,0.0618,-4.348,0.0521,106.018,7,1,194779,0.522,4,"1zBr4jTyegVrBeGUgZgy7l","italian hip hop","italian pop",NA,NA,NA,NA,NA
"MOLOTOV","Lazza","SIRIO","2022-04-07",67,0.265,0.613,0.96,0,0.24,-4.343,0.0542,159.98,5,0,160204,0.669,4,"6SQmh0L5icrThwGDTeLkg1","italian hip hop","italian pop","rap genovese","trap italiana",NA,NA,NA
"Phi","Ernia","68 (Till The End)","2019-04-05",56,0.0328,0.896,0.523,0.0243,0.123,-6.858,0.256,100.008,1,1,174000,0.0662,4,"0E5bmLyxyiHsmc82D5gsiY","italian hip hop","italian pop","milan indie",NA,NA,NA,NA
"Mille guerre","ARIETE","18 anni","2020-12-03",56,0.537,0.538,0.579,0,0.165,-6.986,0.114,166.053,6,1,137562,0.616,5,"3CXFLrWD9LoyPbKPTSUkQH","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Tentami & Rubami","Peter LC","Discodelic Edits Vol.1","2020-06-01",29,0.00547,0.799,0.708,0.82,0.121,-7.843,0.0716,124.005,6,1,371705,0.794,4,"1e22pleH4nPfOZwZMl2xFy",NA,NA,NA,NA,NA,NA,NA
"Hace Calor - Remix","Kaleb Di Masi","Hace Calor (Remix)","2022-06-09",68,0.367,0.889,0.618,0.00438,0.105,-5.124,0.0627,130.021,5,0,247384,0.444,4,"3h043RAJ7tKaG1HDFeet6w","cumbia 420","rkt",NA,NA,NA,NA,NA
"USCITO DI GALERA","Lazza","SIRIO","2022-04-07",70,0.188,0.594,0.746,0,0.0991,-5.853,0.137,164.231,7,0,172654,0.0802,4,"01DXwNf1GzEJkYTbXgL0eb","italian hip hop","italian pop","rap genovese","trap italiana",NA,NA,NA
"Capri Sun","Capo Plaza","Hustle Mixtape","2022-06-03",72,0.0454,0.683,0.852,0,0.246,-2.755,0.0636,93.068,0,1,199680,0.448,4,"1XpmMe95dk9jh3zuOMpeU2","italian hip hop","italian pop","trap italiana",NA,NA,NA,NA
"Vita paranoia","Gazzelle","Post Punk","2019-10-25",59,0.0712,0.708,0.711,1.14e-05,0.0822,-5.693,0.0525,80,3,1,194933,0.597,4,"5r4MiZ35eUhPm1pIrTgKW6","italian adult pop","italian pop","rome indie",NA,NA,NA,NA
"MI FAI IMPAZZIRE","BLANCO","MI FAI IMPAZZIRE","2021-06-17",67,0.00273,0.477,0.844,0,0.137,-4.87,0.0458,169.941,11,1,220235,0.203,4,"1x3Qb8np6S1UvpSLthwEJN","italian hip hop","italian pop",NA,NA,NA,NA,NA
"Pedro","Raffaella Carrà","Le Più Belle Canzoni","1993-08-27",51,0.083,0.748,0.801,0,0.0453,-9.129,0.222,138.259,9,1,199533,0.892,4,"2WW9gkCVI1sqWc08I1KcBg","classic italian pop",NA,NA,NA,NA,NA,NA
"Cigarette Daydreams","Cage The Elephant","Melophobia","2013-10-08",78,0.0807,0.636,0.676,0,0.0831,-3.442,0.0263,113.98,2,1,208760,0.273,4,"6jHvX8ZnHKC1PnrPMJ0Emt","modern alternative rock","modern rock","pov: indie","punk blues","rock",NA,NA
"Si, ah","Frah Quintale","Regardez moi","2017-11-24",64,0.105,0.586,0.597,0,0.051,-6.422,0.355,106.556,5,1,172850,0.961,4,"4nS6mZBLYgtksYyXsuXgBw","italian hip hop","italian indie pop","italian pop","milan indie",NA,NA,NA
"CLUB","ARIETE","SPECCHIO","2022-02-24",40,0.421,0.667,0.709,0,0.0924,-5.009,0.0422,143.035,8,1,169346,0.496,4,"0yVV9kNKekPzEPWnkSvoqv","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
