"track.name","artists","track.album.name","track.album.release_date","track.duration_ms","track.popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","track.duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7"
"L","ARIETE","SPECCHIO","2022-02-24",159449,50,0.176,0.552,0.516,0,0.171,-9.024,0.0301,79.986,1,1,159449,0.36,4,"6P1tPRiR1fjOV8QjtSin8a","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Sorpresa (feat. Nayt)","CanovA","Sorpresa (feat. Nayt)","2021-12-03",193298,49,0.531,0.599,0.6,0,0.206,-6.876,0.049,153.942,0,0,193298,0.619,4,"2JbrFFQEv0HgWZnsXaY4v7","italian pop",NA,NA,NA,NA,NA,NA
"CORALINE","Måneskin","Teatro d'ira - Vol. I","2021-03-19",300413,74,0.0299,0.363,0.678,0,0.324,-4.939,0.0995,162.124,2,0,300413,0.321,4,"7HMz8o0m7ASQ3ImFPfhWTY","indie rock italiano","italian pop",NA,NA,NA,NA,NA
"Spezzami Il Cuore","NASKA","REBEL","2022-03-04",158987,49,0.00256,0.58,0.896,0,0.134,-4.917,0.0838,90.028,4,1,158987,0.332,4,"2xJ2gz29MgP0AALAgWJCtI","emo rap italiano",NA,NA,NA,NA,NA,NA
"Destri","Gazzelle","OK","2021-02-12",185503,69,0.126,0.459,0.696,0,0.198,-4.953,0.0406,85.819,8,1,185503,0.422,4,"7nRFsITVaSHko2Fw2Gcy59","italian adult pop","italian pop","rome indie",NA,NA,NA,NA
"SOGNI MATTI (feat. Leon Faun & Drast)","Sick Luke","X2","2022-01-07",197009,55,0.229,0.513,0.655,0,0.208,-5.732,0.278,80.589,7,1,197009,0.297,4,"3eSSVIw9YbVm1SLNxqtdjR","italian hip hop","trap italiana",NA,NA,NA,NA,NA
"Andrea","Bresh","ORO BLU","2022-03-04",185125,62,0.281,0.367,0.596,0,0.125,-8.04,0.118,175.658,11,0,185125,0.325,3,"0DSq4f2grIJOrawmfXkrRy","italian hip hop","italian pop","rap genovese",NA,NA,NA,NA
"7 su 7","NASKA","REBEL","2022-03-04",147586,50,0.00246,0.443,0.895,0,0.318,-4.85,0.198,183.147,11,1,147586,0.801,4,"2E27zWyPLrjq2d38bOC2Xn","emo rap italiano",NA,NA,NA,NA,NA,NA
"BABY GODDAMN","Tananai","BABY GODDAMN","2021-03-26",149605,62,0.0317,0.819,0.764,2.73e-05,0.0579,-3.311,0.1,114.033,10,0,149605,0.885,4,"3yWHQ4n4ARLDfYTuT2NhnN","italian pop",NA,NA,NA,NA,NA,NA
"MOSAICI (feat. Gaia & Carl Brave)","Sick Luke","X2","2022-01-07",199115,42,0.172,0.673,0.538,0,0.11,-7.092,0.0651,138.141,5,0,199115,0.452,4,"3Jm3tqkbHKfXlfwayEF38h","italian hip hop","trap italiana",NA,NA,NA,NA,NA
"GIRANO - feat. Izi","Bresh","CHE IO MI AIUTI","2020-02-14",214037,48,0.0435,0.684,0.854,0,0.206,-6.483,0.0521,110.072,7,0,214037,0.135,4,"0PS1FFCmLVhUyIBm6M7Agi","italian hip hop","italian pop","rap genovese",NA,NA,NA,NA
"Bohémien","Pinguini Tattici Nucleari","AHIA!","2020-12-04",193623,57,0.13,0.667,0.893,0,0.21,-4.356,0.0841,160.021,10,1,193623,0.672,4,"0IueCAa7AbmICEdmOpByO1","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA,NA
"INSUPERABILE","Rkomi","TAXI DRIVER","2022-02-24",172461,61,0.0344,0.667,0.848,0,0.183,-5.195,0.0851,122.035,4,0,172461,0.84,4,"3nNxdeQX9iFeuosMcFEeDd","italian hip hop","italian pop",NA,NA,NA,NA,NA
"L'ultima notte","ARIETE","L'ultima notte","2021-05-03",157566,65,0.268,0.618,0.687,0,0.126,-5.603,0.0446,94.037,2,1,157566,0.398,4,"63mdY4U0KvnbMkUEc7FHN8","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Off My Face","Justin Bieber","Justice","2021-03-19",156467,78,0.92,0.509,0.228,0,0.104,-8.68,0.0332,90.674,4,1,156467,0.586,4,"3T03rPwlL8NVk1yIaxeD8U","canadian pop","pop",NA,NA,NA,NA,NA
"Cigni","Ernia","Gemelli","2020-06-18",171063,43,0.0919,0.839,0.573,8.82e-06,0.322,-7.214,0.139,94.123,4,0,171063,0.844,4,"5n0VcwXkygxmn2WqRYvdMi","italian hip hop","italian pop","milan indie",NA,NA,NA,NA
"California","NASKA","California","2019-11-29",187058,48,0.132,0.502,0.624,0,0.134,-7.672,0.0262,170.019,6,1,187058,0.361,4,"3QDLrlQAiz4gG5jMXs3O1c","emo rap italiano",NA,NA,NA,NA,NA,NA
"Essere liberi","Coez","Essere liberi","2022-05-18",196525,31,0.148,0.671,0.717,0,0.0886,-5.269,0.0606,87.981,0,1,196525,0.58,4,"5u9bf7OvF4YKlzmFO3OUaw","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA
"LA STREGA DEL FRUTTETO (feat. chiello & Madame)","Sick Luke","X2","2022-01-07",185031,50,0.214,0.776,0.839,0,0.313,-5.919,0.0541,120.014,9,1,185031,0.671,4,"4JapIg9Dn9WjItbFJVHLFu","italian hip hop","trap italiana",NA,NA,NA,NA,NA
"LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO)","MACE","OBE","2021-02-04",237613,62,0.114,0.658,0.674,1.84e-05,0.147,-6.848,0.0484,129.914,5,0,237613,0.164,3,"1uXJYnCsXy2v50y0fDEEiV","funk carioca","italian hip hop","italian pop",NA,NA,NA,NA
"Scooby Doo","Pinguini Tattici Nucleari","AHIA!","2020-12-04",179124,66,0.0477,0.74,0.743,0,0.0925,-4.166,0.137,135.071,6,1,179124,0.773,4,"1P6TlFb8EVH2nCX3luVpZW","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA,NA
"Occhi rossi","Coez","Volare","2022-05-18",177310,64,0.0746,0.545,0.477,0,0.0977,-6.021,0.0427,123.465,11,1,177310,0.353,4,"5bvsNn7f4m0MTCuUQkMZGY","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA
"Avanti / Indietro","Frah Quintale","Regardez moi","2017-11-24",219439,39,0.111,0.812,0.741,0,0.0866,-6.427,0.231,115.989,0,1,219439,0.739,4,"05zNtCMRdfkqaxJQfk9kk0","italian hip hop","italian indie pop","italian pop","milan indie",NA,NA,NA
"Ascolta","gIANMARIA","Ascolta","2021-07-01",154960,52,0.544,0.852,0.416,1.07e-05,0.0939,-9.306,0.268,126.966,0,1,154960,0.736,4,"2tX4EAq6MsQcncVfrNE1EP","emo trap italiana","italian pop",NA,NA,NA,NA,NA
"NEMESI (feat. BLANCO)","Marracash","NOI, LORO, GLI ALTRI","2021-11-19",175626,64,0.136,0.736,0.736,0.000345,0.0753,-7.597,0.0641,120.02,0,0,175626,0.333,4,"4QBXMgfDKmmVrYEqICIPxJ","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA,NA,NA
"Margherita","Coez","Volare","2022-05-18",163413,51,0.6,0.709,0.365,0,0.127,-8.457,0.04,89.85,2,1,163413,0.505,4,"1Pfsxuqiq2Shzsxnx6D5I4","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA
"Dove Si Balla","Dargen D'Amico","NEI SOGNI NESSUNO È MONOGAMO","2022-03-03",198082,58,0.176,0.592,0.603,0,0.123,-5.403,0.0933,145.94,0,1,198082,0.437,4,"5a6ABzVhqgVKI1znaI9tar","italian adult pop","italian hip hop","italian pop","milan indie","r&b italiano",NA,NA
"SESSO OCCASIONALE","Tananai","SESSO OCCASIONALE","2022-02-03",195923,58,0.00725,0.647,0.857,0,0.0608,-4.23,0.0654,130.007,0,1,195923,0.659,4,"0Dz9zyx2w3zYtRK6yp3VKD","italian pop",NA,NA,NA,NA,NA,NA
"Nostalgia","BLANCO","Nostalgia","2022-06-02",182307,64,0.0372,0.644,0.904,0,0.0767,-3.749,0.0605,130.061,0,1,182307,0.562,4,"22gH5Qg5j5ZzF7LaR7Nrkj","italian hip hop","italian pop",NA,NA,NA,NA,NA
"DIECIMILAVOCI (con ARIETE)","Rkomi","TAXI DRIVER","2021-11-30",170399,55,0.647,0.677,0.47,0,0.416,-8.17,0.0336,122.089,0,0,170399,0.525,4,"4XULNbLgh1OiOuYMbPOmyN","italian hip hop","italian pop",NA,NA,NA,NA,NA
"Mamma Non Mi Parla","NASKA","REBEL","2022-03-04",169764,44,0.000519,0.42,0.947,0,0.0905,-3.277,0.172,84.72,11,1,169764,0.334,4,"2akvecWLrQBQhzAruyVQiJ","emo rap italiano",NA,NA,NA,NA,NA,NA
"DALL'ALTO","Tredici Pietro","X Questa Notte","2021-04-21",198545,38,0.155,0.768,0.525,4.52e-05,0.162,-8.994,0.0694,109.979,1,1,198545,0.0397,4,"74RpaQOc699lNmX4avwXo2","italian hip hop",NA,NA,NA,NA,NA,NA
"Niente Di Speciale","Lo Stato Sociale","Amore, Lavoro E Altri Miti Da Sfatare","2017-03-10",326893,43,0.0599,0.564,0.808,0,0.159,-5.622,0.0342,88.969,0,1,326893,0.582,4,"1r7YS2Cqu0aSVjfZ8SHLBA","italian adult pop","italian alternative","italian indie pop","italian pop",NA,NA,NA
"Due ali","Frah Quintale","Banzai (Lato blu)","2020-06-26",231000,59,0.507,0.724,0.678,0,0.103,-6.104,0.0852,118.045,2,0,231000,0.418,4,"4GF6LAJOxoKJO2zwXIb2gY","italian hip hop","italian indie pop","italian pop","milan indie",NA,NA,NA
"Lake Washington Boulevard","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",228466,62,0.234,0.708,0.745,0,0.0654,-3.249,0.0367,110.003,7,1,228466,0.808,4,"6Jn9qoprkuSfsRW7tTRkOV","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA,NA
"Vieni A Vedere Perchè","Cesare Cremonini","Bagus","2002-11-15",253626,57,0.752,0.537,0.387,0.00146,0.115,-10.575,0.0307,132.063,8,1,253626,0.281,4,"7LYUIppHHkuKeIyfWwUEvj","italian adult pop","italian pop",NA,NA,NA,NA,NA
"LIBERO (feat. Franco126)","PSICOLOGI","TRAUMA","2022-04-28",230551,42,0.0436,0.406,0.62,1.88e-05,0.151,-8.885,0.179,186.045,5,0,230551,0.459,4,"05yySwG1rCnCC5QqjL9c1P","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"As It Was","Harry Styles","Harry's House","2022-05-20",167303,95,0.342,0.52,0.731,0.00101,0.311,-5.338,0.0557,173.93,6,0,167303,0.662,4,"4Dvkj6JhhA12EX05fT7y2e","pop",NA,NA,NA,NA,NA,NA
"NO PROBLEM","Bresh","CHE IO MI AIUTI","2020-02-14",216023,48,0.019,0.657,0.792,0,0.111,-6.466,0.0934,172.044,8,1,216023,0.345,4,"2wisNgYa40XJz9SHd8PEXE","italian hip hop","italian pop","rap genovese",NA,NA,NA,NA
"Bergamo","Pinguini Tattici Nucleari","Fuori dall'Hype Ringo Starr","2020-02-07",288266,58,0.187,0.615,0.603,9e-06,0.0958,-4.405,0.0332,140.051,4,1,288266,0.349,3,"5GRUMkOPUWzzqNTBRNfqt4","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA,NA
"Chicchi di riso","Frah Quintale","Banzai (Lato arancio)","2021-06-04",206400,60,0.163,0.577,0.779,0,0.079,-6.726,0.18,99.628,0,0,206400,0.605,4,"05ZaaO3XTZQ5rwBNGetYMV","italian hip hop","italian indie pop","italian pop","milan indie",NA,NA,NA
"Ferma A Guardare","Ernia","Gemelli","2020-06-18",193500,50,0.423,0.552,0.788,0,0.148,-6.333,0.11,162.037,9,0,193500,0.51,4,"2UJFzqzkU6eByT6tdi2iLf","italian hip hop","italian pop","milan indie",NA,NA,NA,NA
"Chiaro Di Luna","Jovanotti","Oh, Vita!","2017-12-01",239906,52,0.757,0.479,0.404,0,0.0966,-8.003,0.051,83.147,11,0,239906,0.495,4,"6t4XT3FQGdB7EjqvfAahNx","italian adult pop","italian pop",NA,NA,NA,NA,NA
"ME O LE MIE CANZONI? (con GAZZELLE)","Rkomi","TAXI DRIVER","2021-11-30",167479,51,0.29,0.624,0.719,0,0.23,-5.903,0.0462,87.993,1,1,167479,0.186,4,"3UWuWC7jUC4aDlzYspRm8Z","italian hip hop","italian pop",NA,NA,NA,NA,NA
"Jeans","Tauro Boys","Jeans","2021-04-13",166054,40,0.0238,0.688,0.848,0,0.156,-5.087,0.111,92.544,11,1,166054,0.606,4,"7tJcehtpZXkWj9HxOVelN5","hyperpop italiano","italian hip hop",NA,NA,NA,NA,NA
"Shakerando","Rhove","Shakerando","2021-12-15",195555,66,0.764,0.855,0.805,0.00708,0.302,-5.651,0.191,135.009,7,0,195555,0.469,4,"4EC028SvtlC25iHQSG2OIa","italian hip hop","italian pop","trap italiana",NA,NA,NA,NA
"Lentiggini","Fudasca","Lentiggini","2021-11-26",155387,44,0.636,0.544,0.498,0,0.444,-11.678,0.255,87.568,5,1,155387,0.732,4,"7n939935HU9w5K3LHJFZVK","sad lo-fi","sad rap",NA,NA,NA,NA,NA
"Paraocchi","BLANCO","Blu Celeste","2021-09-09",156083,61,0.0136,0.566,0.938,0,0.1,-4.387,0.0709,143.126,9,1,156083,0.753,4,"40zkeKA3HRN8Nzo6kbNOCp","italian hip hop","italian pop",NA,NA,NA,NA,NA
"FALENA (feat. Franco126, Coez & Ketama126)","Sick Luke","X2","2022-01-07",215016,57,0.161,0.595,0.68,0,0.198,-5.665,0.0553,95.89,0,0,215016,0.235,4,"1FEAEKjVQLZuSeb0omUxep","italian hip hop","trap italiana",NA,NA,NA,NA,NA
"Settembre","NASKA","Settembre","2020-09-20",201302,44,0.00415,0.395,0.968,0.000142,0.137,-2.363,0.108,77.565,10,1,201302,0.329,4,"7wCh2FrM4PVYg7On3TSxfp","emo rap italiano",NA,NA,NA,NA,NA,NA
"Il primo amore","Olly","Il primo amore","2019-05-30",201974,48,0.306,0.687,0.547,0,0.371,-9.884,0.108,89.126,8,1,201974,0.265,4,"6pLAe3r4ZZaNuCEyGslPCW","italian pop","pop virale italiano","rap genovese",NA,NA,NA,NA
"La Nuova Stella Di Broadway","Cesare Cremonini","La Teoria Dei Colori","2012-01-01",267746,65,0.657,0.473,0.566,3.49e-05,0.0908,-7.984,0.0342,139.879,2,1,267746,0.296,4,"3qtuOAI0YyfoBM1s7Tvm46","italian adult pop","italian pop",NA,NA,NA,NA,NA
"Sesso e droga (feat. Guè & Gemitaiz)","Coez","Volare","2022-05-18",211966,49,0.117,0.683,0.784,0,0.0666,-6.309,0.0572,109.959,5,1,211966,0.27,4,"4V1QaXYouVq2EkkjGDRX2N","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA
"Ottima Scusa","Willie Peyote","Sindrome di Tôret","2017-10-06",198520,53,0.104,0.809,0.702,2.73e-05,0.0659,-7.157,0.123,74.989,7,1,198520,0.934,4,"0XhdO6hPMLByA0nk8HAiGN","italian alternative","italian indie pop","italian pop","rap napoletano","turin indie",NA,NA
"ORO (feat. Mecna)","Tredici Pietro","X Questa Notte","2021-04-21",168000,40,0.0733,0.877,0.579,0.012,0.148,-7.111,0.0815,100.017,1,1,168000,0.229,4,"3vth4uMz2xpFEJOrttziH6","italian hip hop",NA,NA,NA,NA,NA,NA
"IO","Marracash","NOI, LORO, GLI ALTRI","2021-11-19",195560,60,0.408,0.733,0.595,0,0.269,-7.17,0.04,120.005,9,1,195560,0.309,4,"52e9HFHtUOfHTET6IrcWUy","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA,NA,NA
"Bomba a mano","Coez","Volare","2022-05-18",195374,40,0.133,0.399,0.538,0,0.0994,-5.956,0.0385,113.42,2,1,195374,0.378,4,"5WJr2nbJj2B5lPX3k5JxTl","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA
"Heather","Conan Gray","Kid Krow","2020-03-20",198040,88,0.584,0.357,0.425,0,0.322,-7.301,0.0333,102.078,5,1,198040,0.27,3,"4xqrdfXkTW4T0RauPLv3WA","bedroom pop","pop","pov: indie",NA,NA,NA,NA
"STO BENE","PSICOLOGI","STO BENE","2020-02-28",165542,38,0.338,0.817,0.914,0,0.0499,-6.264,0.2,94.006,9,1,165542,0.126,4,"46koDbgm48mkLwjPsSrTef","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Brioschi","Franco126","Stanza Singola","2019-01-25",219293,56,0.472,0.768,0.562,0,0.102,-7.79,0.215,92.013,5,0,219293,0.737,4,"4b8hQaPTM7FhpOOAkKBj5A","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Volare","Coez","Senza mani","2012-09-24",175386,19,0.0268,0.663,0.874,0,0.667,-3.426,0.184,87.487,1,1,175386,0.606,4,"7v2P0XMn5BxZoeJbWKbCop","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA
"Elliot's Song - From ""Euphoria"" An HBO Original Series","Dominic Fike","Elliot's Song (From ""Euphoria"" An HBO Original Series)","2022-03-04",150320,67,0.849,0.394,0.327,0,0.125,-14.291,0.114,93.358,4,1,150320,0.411,4,"7JIIY2oDPFkURYMCLJuzhe","alternative pop rock","pov: indie",NA,NA,NA,NA,NA
"Ancora Sveglio","PSICOLOGI","Ancora Sveglio","2019-10-08",147612,56,0.487,0.596,0.745,0,0.129,-8.182,0.365,74.836,7,1,147612,0.367,4,"3HbqT0C19imY4VAPqGTCa0","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Blu Celeste","BLANCO","Blu Celeste","2021-09-09",206379,59,0.921,0.688,0.442,0,0.366,-5.611,0.0354,116.463,9,1,206379,0.252,4,"0BeXxjO6mgLDzg4xA6UheO","italian hip hop","italian pop",NA,NA,NA,NA,NA
"Aggio Perzo 'o Suonno (feat. Coez, prod. TY1)","Neffa","Aggio Perzo 'o Suonno (feat. Coez, prod. TY1)","2021-02-12",182977,43,0.136,0.691,0.829,0,0.11,-7.301,0.16,91.003,7,0,182977,0.512,4,"2rfVX4zjVnfUOr1k3txKNG","italian adult pop","italian pop","italian underground hip hop","rap napoletano",NA,NA,NA
"IL GIORNO PIÙ TRISTE DEL MONDO (feat. Ariete & Mecna)","Sick Luke","X2","2022-01-07",191495,49,0.348,0.72,0.736,1.31e-06,0.216,-4.646,0.157,144.058,5,1,191495,0.463,4,"4YyShs1DikZWBV6AS3n2We","italian hip hop","trap italiana",NA,NA,NA,NA,NA
"Nonono","Pinguini Tattici Nucleari","Fuori dall'Hype","2019-04-05",210893,62,0.451,0.816,0.897,0,0.0803,-2.909,0.0682,95.005,7,1,210893,0.83,4,"4sE5wzpPd4s8kTdtVC18lY","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA,NA
"∞ LOVE (feat. Guè)","Marracash","NOI, LORO, GLI ALTRI","2021-11-19",218367,69,0.105,0.726,0.828,0,0.0873,-5.191,0.071,125.002,7,0,218367,0.307,4,"0HhSB4nAJpI5expWnZL199","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA,NA,NA
"Ol' Dirty (feat. Noyz Narcos)","Coez","Volare","2022-05-18",168034,39,0.0265,0.589,0.729,0,0.162,-5.743,0.079,99.878,7,1,168034,0.261,4,"1Q9RRuXHoGhUKVlUzR1KUE","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA
"CICATRICI (feat. Madame)","ARIETE","SPECCHIO","2022-02-24",173075,58,0.582,0.542,0.508,0,0.106,-9.573,0.101,76.697,2,0,173075,0.238,4,"7FSEYn1LL9UemeYeuXCHRm","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Fuori Dalla Città","Mecna","Neverland","2019-10-10",268105,45,0.61,0.634,0.513,0,0.0881,-10.254,0.192,95.116,2,1,268105,0.289,4,"0StxpuoKBB6kq8VzDuUABL","italian hip hop","r&b italiano",NA,NA,NA,NA,NA
"Pastello Bianco","Pinguini Tattici Nucleari","AHIA!","2020-12-04",236417,71,0.451,0.546,0.652,0,0.123,-3.852,0.0339,139.875,0,1,236417,0.378,4,"0bKDQionn4VKcgNKbs4SWX","bergamo indie","italian indie pop","italian pop","milan indie",NA,NA,NA
"Amarena","Frah Quintale","Banzai (Lato blu)","2020-06-26",214000,57,0.153,0.758,0.798,0,0.0413,-4.071,0.0905,106.99,6,1,214000,0.934,4,"0nqwOIZtuWl0xVbfYiL6UW","italian hip hop","italian indie pop","italian pop","milan indie",NA,NA,NA
"Davide (feat. Coez)","Gemitaiz","Davide","2018-04-20",206211,63,0.136,0.797,0.63,4.86e-06,0.207,-7.601,0.0763,126.006,5,1,206211,0.761,4,"1Lq5ApqhIWUXzlryFX2K6J","italian hip hop",NA,NA,NA,NA,NA,NA
"Uptown Funk (feat. Bruno Mars)","Mark Ronson","Uptown Special","2015-01-12",269666,86,0.00801,0.856,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,0,1,269666,0.928,4,"32OlwWuMpZ6b0aN2RZOeMS","pop soul",NA,NA,NA,NA,NA,NA
"Inverno dei fiori","Michele Bravi","Inverno dei fiori","2022-02-02",176251,48,0.107,0.544,0.549,1.13e-06,0.286,-9.006,0.045,98.985,5,1,176251,0.563,4,"29z1JCsMAx5ahaP3HV6Ful","italian adult pop","italian pop",NA,NA,NA,NA,NA
"Contento","Frah Quintale","Contento","2020-03-05",204900,35,0.234,0.738,0.705,1.41e-05,0.121,-6.036,0.0589,100.001,1,1,204900,0.779,4,"5If9mC2UMUomh7rfbR4ebS","italian hip hop","italian indie pop","italian pop","milan indie",NA,NA,NA
"Alcool & Acqua (feat. PSICOLOGI)","Bresh","ORO BLU","2022-03-04",171437,60,0.198,0.703,0.706,0,0.121,-7.32,0.161,120.027,8,1,171437,0.705,4,"4UpCWcaJdu26OxLwxd3baF","italian hip hop","italian pop","rap genovese",NA,NA,NA,NA
"Novità (feat. Rkomi, Ernia & Tedua)","Night Skinny","Mattoni","2019-09-12",184807,56,0.252,0.73,0.593,0,0.121,-7.738,0.135,96.036,6,1,184807,0.198,4,"0hkY6Je3FYVPCCLZNtPKhH","italian hip hop","rap siciliano","trap italiana",NA,NA,NA,NA
"Mille guerre","ARIETE","18 anni","2020-12-03",137562,56,0.537,0.538,0.579,0,0.165,-6.986,0.114,166.053,6,1,137562,0.616,5,"3CXFLrWD9LoyPbKPTSUkQH","italian hip hop","italian pop","rome indie",NA,NA,NA,NA
"Le Chiavi In Borsa","Willie Peyote","Sindrome di Tôret","2017-10-06",168786,54,0.583,0.571,0.709,1.49e-06,0.0774,-7.129,0.0929,102.728,1,1,168786,0.613,4,"44TOxFU2J2QsIHwov9eU5c","italian alternative","italian indie pop","italian pop","rap napoletano","turin indie",NA,NA
"Vestiti D’Odio (con PSICOLOGI)","Tredici Pietro","Vestiti D’Odio (con PSICOLOGI)","2020-01-09",171093,57,0.299,0.708,0.678,0,0.14,-7.492,0.129,128.037,9,1,171093,0.211,4,"3NLE4ioQE8aWxoJjk2IQTC","italian hip hop",NA,NA,NA,NA,NA,NA
"Namasté (feat. Rkomi)","Venerus","Magica Musica","2021-02-19",233040,44,0.664,0.584,0.64,0.000506,0.371,-7.434,0.0514,79.976,5,1,233040,0.536,4,"6He0QxDkF7LMLAyfHL7kHQ","indie rock italiano","italian hip hop","italian indie pop","italian pop","milan indie","r&b italiano","rome indie"
